est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous,mean_est_diameter,id_name
0.0178055329,0.039814382,65477.691291291456,39915187.13973735,25.87,False,0.02880995745,54244183: (2022 BX6)
0.0530340723,0.1185877909,18679.8960068869,14257648.170452464,23.5,False,0.0858109316,3909764: (2019 XU2)
0.0042126461,0.0094197631,40498.22942303801,39308180.77681467,29.0,False,0.0068162046,54073371: (2020 UY)
0.0152951935,0.0342010925,46756.4284717358,435460.5651981671,26.2,False,0.024748143,3836102: (2018 VV3)
1.4208720673,3.1771665298,63574.9853992583,40792059.53172575,16.36,True,2.29901929855,2068950: 68950 (2002 QF15)
0.4770401979999999,1.0666943108,68515.55675736163,53914591.72268322,18.73,False,0.7718672543999999,2311554: 311554 (2006 BQ147)
0.0248058993,0.0554676771,17729.23248370015,8046915.35384609,25.15,False,0.0401367882,54087435: (2020 VT)
0.2658,0.5943468684000001,17830.3354689654,24807966.2200238,20.0,False,0.4300734342,3435548: (2008 VH)
0.1529519352999999,0.3420109247,76430.22278835445,41842573.15501019,21.2,False,0.24748142999999997,3633190: (2013 FX13)
0.0921626549,0.2060819612,13234.50317409075,43406672.264873505,22.3,False,0.14912230804999999,3842748: (2019 KR5)
0.0040230458,0.0089958039,30221.85869560974,36723153.90932431,29.1,False,0.006509424849999999,54264239: (2022 FF1)
0.058150704,0.130028927,7224.4418534049,53886994.68281458,23.3,False,0.09408981549999999,3577448: (2011 RX)
0.0278326768,0.06223575729999999,21650.08247764614,34169888.15065386,24.9,False,0.04503421705,3751530: (2016 GF216)
0.0080270317,0.0179489885,43791.34911871325,39971659.05458218,27.6,False,0.012988010099999999,3596262: (2012 BX34)
0.2658,0.5943468684000001,53851.6043569654,47497151.95672567,20.0,True,0.4300734342,2141432: 141432 (2002 CQ11)
0.013506878,0.0302022973,32874.60259483842,34472064.5703691,26.47,False,0.02185458765,54265625: (2022 FK1)
0.3967847540999999,0.8872376825,41471.69988355924,43946683.720642254,19.13,True,0.6420112183,2162082: 162082 (1998 HL1)
1.4340192346,3.2065644897000003,50922.29052008312,46993446.20582077,16.34,False,2.3202918621500004,2096590: 96590 (1998 XB)
0.0228325794,0.0510551996,60034.53116396346,36231240.61668037,25.33,False,0.0369438895,54223985: (2021 WR)
0.3669061375,0.8204270649,77228.7131834502,40788715.857890226,19.3,False,0.5936666012,3333273: (2006 KA)
0.040230458,0.0899580388,30935.79886316995,30025942.471280888,24.1,False,0.0650942484,3102762: (2002 AA29)
0.0278326768,0.06223575730000001,58832.90769039254,50062749.04794507,24.9,False,0.04503421705,3274164: (2005 EG169)
0.0319561887,0.0714562102,58197.419641649154,32534111.150693912,24.6,False,0.05170619945,3720915: (2015 LG)
0.063760979,0.1425738833,22911.49927038155,48868765.44823872,23.1,False,0.10316743115,3551066: (2010 VC72)
0.0253837029,0.05675968530000001,55842.27782891933,38234352.809457645,25.1,False,0.0410716941,54051297: (2020 QE3)
0.046190746,0.1032856481,9465.830977264834,42228639.04420485,23.8,False,0.07473819705,3704149: (2015 BB4)
0.0101054342,0.0225964377,29718.313327886437,26988932.84412441,27.1,False,0.01635093595,54098712: (2020 XH2)
0.063760979,0.1425738833,57640.39712437305,37851304.24483132,23.1,False,0.10316743115,3841180: (2019 GR19)
0.1677084622,0.3750075218,25639.96732767715,55351919.53906451,21.0,False,0.271357992,3605947: (2012 MG7)
0.0263363131,0.0588897864,30707.692696017828,44860177.34492301,25.02,False,0.04261304975,54123628: (2021 DW1)
0.0732073989,0.1636967205,44837.19926412462,42731236.96467348,22.8,False,0.1184520597,3746217: (2016 EE85)
0.0506471458999999,0.1132504610999999,25057.532757429348,55338578.09060234,23.6,False,0.08194880349999989,3697799: (2014 WE121)
0.1529519352999999,0.3420109247,38703.44098930896,31410153.63208885,21.2,True,0.24748142999999995,3776300: (2017 NK)
0.0350392641,0.0783501764,29879.56941551773,30421406.352985322,24.4,False,0.05669472025,3686151: (2014 RA12)
0.0608912622,0.1361570015,37823.43140470922,43727206.71818704,23.2,False,0.09852413185,3755939: (2016 OF)
0.4370740039999999,0.9773271842,61841.73416543326,50786201.44112095,18.92,True,0.7072005940999999,3669253: (2014 HQ124)
0.1724070324,0.38551384429999996,59230.30114808438,50220736.16720893,20.94,False,0.27896043835,3825580: (2018 NP1)
0.1881719895,0.42076536000000003,27450.64692835823,39741884.34744255,20.75,True,0.30446867475,2065717: 65717 (1993 BX3)
0.0076657557,0.0171411509,41897.10290483682,47554978.904102676,27.7,False,0.0124034533,54224159: (2021 WA1)
1.0105434154,2.2596437711000004,46133.111962033625,41321144.852368675,17.1,False,1.6350935932500001,2002062: 2062 Aten (1976 AA)
0.0211132445,0.0472106499,11548.4940132149,21367982.39278052,25.5,False,0.0341619472,3842681: (2019 KM5)
0.3240074354,0.7245026508,8865.8619208229,54323582.49040289,19.57,False,0.5242550430999999,2335758: 335758 (2007 EM88)
0.1214940408,0.2716689341,63790.261707383346,56151528.37985339,21.7,False,0.19658148744999998,3742059: (2016 CF31)
0.0029549829,0.0066075427,34213.5300948965,316447.845081584,29.77,False,0.0047812628,54226791: (2021 XC2)
0.1756123185,0.3926810818,28803.123830992365,46729976.050227135,20.9,False,0.28414670015,2190491: 190491 (2000 FJ10)
0.0291443905,0.0651688382,53940.648913116696,50900599.14462385,24.8,False,0.04715661435,3645193: (2013 OY3)
0.0192555078,0.0430566244,39678.31597459734,36384070.1594806,25.7,False,0.031156066099999994,3398654: (2007 YS56)
0.1108038821,0.2477650126,65936.9017425994,25555338.209533885,21.9,False,0.17928444735,3529588: (2010 LK61)
0.5761757511,1.2883681464,54740.268819130615,44526066.79063657,18.32,True,0.93227194875,2260141: 260141 (2004 QT24)
0.2783267681,0.6223575734000001,95281.21627309418,49675415.56606071,19.9,True,0.45034217075000005,3432688: (2008 UU1)
0.0211132445,0.0472106499,44184.9294447268,34323689.48379509,25.5,False,0.0341619472,3831728: (2018 TU4)
0.1010543415,0.2259643771,25788.466960737853,26300975.83613812,22.1,False,0.1635093593,54073351: (2020 TQ7)
0.0921626549,0.2060819612,31204.705073311357,44471509.340048194,22.3,False,0.14912230804999999,3666785: (2014 FP47)
0.1108038821,0.2477650126,71512.657794619,48202236.43885821,21.9,False,0.17928444735,3602848: (2012 HP15)
0.9920989194,2.2184006242,14603.4664861124,47145987.21818914,17.14,False,1.6052497718,2448972: 448972 (2011 YV15)
0.9258805834,2.0703319235,55240.6878577604,38846296.0516882,17.29,False,1.49810625345,2248818: 248818 (2006 SZ217)
0.040230458,0.0899580388,28703.424921532445,37338101.21871248,24.1,False,0.0650942484,3689017: (2014 RW22)
0.1756123185,0.3926810818,25738.0397115195,47898348.98481392,20.9,False,0.28414670015,54051375: (2020 QA5)
0.0732073989,0.1636967205,59038.50353851111,46816961.92810736,22.8,False,0.1184520597,3581556: (2011 TK5)
0.1997813652,0.4467247132999999,53842.26533967998,32199308.695929345,20.62,False,0.32325303924999993,3548081: (2010 TK7)
0.0127219879,0.0284472297,49411.61993486278,40461725.02313485,26.6,False,0.0205846088,3763099: (2016 VF)
0.0965061469999999,0.2157943048,51617.06589156265,40780403.881090894,22.2,False,0.15615022589999994,3801942: (2018 ER4)
0.0092162655,0.026452314685593333,28289.13924655263,26229393.734056305,27.3,False,0.017834290092796665,3840739: (2019 FS2)
0.1160259082,0.2594418179,87370.68276702838,63131410.55301679,21.8,False,0.18773386304999998,3643996: (2013 LX28)
0.3669061375,0.8204270649,57901.353689806616,49508055.16454266,19.3,True,0.5936666012,2382825: 382825 (2003 XB22)
0.2424124811,0.5420507863,58704.17378520545,31797306.874398924,20.2,True,0.3922316337,3330683: (2006 HT30)
0.0506471458999999,0.1132504610999999,46357.33647120904,41027650.73972793,23.6,False,0.08194880349999989,3733130: (2015 VB1)
0.2658,0.5943468684000001,45973.56427779943,45800019.88667501,20.0,True,0.43007343419999994,2359170: 359170 (2009 CN5)
0.1170994827,0.2618424035,52072.08098424835,61123440.56030338,21.78,False,0.18947094309999998,3692283: (2014 SB324)
0.4212646106,0.9419763057,74810.96951905356,49758683.736636944,19.0,False,0.6816204581499999,2168044: 168044 (2005 SG)
0.0192555078,0.0430566244,37143.875256152314,31847858.38408235,25.7,False,0.031156066099999997,3726596: (2015 QR3)
0.0631764148,0.1412667581,33596.42852617209,32760536.950108744,23.12,False,0.10222158644999998,3613389: (2012 UU68)
0.022108281,0.0494356193,46280.60551197013,34407995.84054395,25.4,False,0.035771950149999995,3989146: (2020 BF6)
0.1272198785,0.2844722965,72622.50940424847,64139555.70668349,21.6,False,0.2058460875,3742340: (2016 CJ136)
0.0076657557,0.0171411509,50103.47315665648,48192192.29628271,27.7,False,0.012403453299999999,54236581: (2022 AT5)
0.0175612318,0.0392681082,43287.438347195515,41319086.45843644,25.9,False,0.02841467,3388395: (2007 TR68)
0.0921626549,0.2060819612,49519.48865076133,46829294.19549621,22.3,False,0.14912230804999999,3734190: (2015 VP66)
0.0848310762,0.189688053,94456.99431422893,23326767.51781034,22.48,False,0.1372595646,3674947: (2014 OW3)
0.1420872067,0.317716653,37950.8591700035,35293905.017725915,21.36,False,0.22990192985000002,2516976: 516976 (2012 HM1)
0.3895426161,0.8710437698000001,58812.68120519863,44852175.199916065,19.17,True,0.6302931929500001,3567991: (2011 LA19)
0.0296862250999999,0.0663804174,40851.98384475336,47327817.19980802,24.76,False,0.048033321249999955,54106310: (2021 BZ)
0.2658,0.5943468684000001,37921.23223509925,74366589.74312553,20.0,False,0.4300734342,3403150: (2008 DC)
0.0880146521,0.1968067451,69932.37672956593,31269926.855405625,22.4,False,0.1424106986,3736658: (2015 XJ351)
0.1108038821,0.2477650126,26418.5047358692,55402824.735927634,21.9,False,0.17928444735,54133937: (2021 FQ3)
0.0160160338,0.0358129403,27084.614691788345,27885081.89991068,26.1,False,0.025914487049999997,3518265: (2010 HW20)
0.1460679643,0.3266178973999999,47245.495977915656,42106609.43778988,21.3,False,0.23634293084999997,3773837: (2017 GT5)
0.0530340723,0.1185877909,24483.9145771904,23187418.89957308,23.5,False,0.0858109316,3759774: (2016 SV3)
0.058150704,0.130028927,56100.82793665843,41331407.494675115,23.3,False,0.09408981549999999,54017580: (2020 MS1)
0.0447254765,0.1000092059,32909.29605684501,41502670.22220685,23.87,False,0.07236734119999999,3893865: (2019 XS)
0.1108038821,0.2477650126,64797.97481856041,8707992.74852934,21.9,True,0.17928444735,3766294: (2017 AE3)
0.1501602479,0.3357685218,79939.54860420813,54550176.65623649,21.24,True,0.24296438484999996,54206538: (2021 TA8)
0.0038419789,0.008590926,43806.95086951313,27794509.25637158,29.2,False,0.00621645245,3671125: (2014 JG55)
0.0160160338,0.0358129403,25815.2072441719,6715869.846379152,26.1,False,0.025914487049999997,3759257: (2016 RC18)
0.1214940408,0.2716689341,36687.6790186571,40632879.55724739,21.7,False,0.19658148744999995,3601671: (2012 FR35)
0.2538370294,0.5675968529,25567.22599694525,50698182.6948238,20.1,False,0.41071694115,3825651: (2018 NE4)
0.0088014652,0.0196806745,43430.44998457473,39426367.32224914,27.4,False,0.01424106985,3763271: (2016 VS)
0.0215057689999999,0.0480883613999999,59973.98862823715,39357812.65769414,25.46,False,0.0347970651999999,54055120: (2020 TR3)
0.229379698,0.5129085974,60920.162300914395,9983790.728883997,20.32,True,0.37114414770000004,3427522: (2008 SR1)
0.1407845434,0.3133015936945303,46968.00179775437,45314591.305516645,21.38,True,0.22704306854726514,2612358: 612358 (2002 JE9)
0.1460679643,0.3266178973999999,63364.53259619147,58809581.249901354,21.3,False,0.23634293084999997,3723955: (2015 NK3)
0.2210828104,0.49435619259999997,84520.12133037945,50665924.46147759,20.4,True,0.3577195015,2513171: 513171 (2004 MD6)
1.1182913782,2.5005755404,61603.896057746904,31388874.380770463,16.88,False,1.8094334592999999,2006611: 6611 (1993 VW)
0.1283970296,0.2871044863,44364.24334628953,39817098.23248109,21.58,True,0.20775075795,3703314: (2015 AH)
0.0667659412999999,0.1492931834,13492.450174254567,59698176.00800995,23.0,False,0.10802956234999994,3006207: (1995 HM)
0.0101054342,0.0225964377,24194.198902903423,31352374.112407513,27.1,False,0.01635093595,3556125: (2011 BL45)
0.0242412481,0.05420507859999999,29747.342883199773,32526726.77294061,25.2,False,0.03922316335,3766591: (2017 BU)
0.0555334912,0.1241766613,77045.42874601856,10726530.375470173,23.4,False,0.08985507625,3843328: (2019 OD)
0.3841978910999999,0.8590926012000001,91770.32641472916,28064524.154462907,19.2,True,0.6216452461499999,3114014: (2002 CY9)
0.0060611492,0.013553141699999901,41049.78454856,27471933.950210024,28.21,False,0.00980714544999995,54209303: (2021 TG14)
0.1243240006,0.2779969164999999,67463.08135347143,37885073.06722507,21.65,True,0.20116045854999995,3430309: (2008 TC4)
0.0133215566999999,0.0297879063,30555.9881941599,29815246.44259356,26.5,False,0.021554731499999952,54017324: (2020 KQ7)
0.1108038821,0.2477650126,72309.00517828552,47069865.791001864,21.9,True,0.17928444735,3663955: (2014 EG45)
0.046190746,0.1032856481,69127.6907048182,43033963.10868007,23.8,False,0.07473819705,54087741: (2020 VY2)
0.0375452479,0.0839537266,79762.78553145709,43198633.3691188,24.25,False,0.06074948725,54194972: (2021 RK7)
0.0253837029,0.07477667284854762,48846.521884664064,42775465.3572823,25.1,False,0.05008018787427381,3566360: (2011 KB)
0.1272198785,0.2844722965,41337.402323008704,34784630.457936,21.6,False,0.2058460875,3825241: (2018 LV5)
0.0366906138,0.0820427065,70099.3843683469,3580384.46507504,24.3,False,0.05936666015,3972415: (2020 AO)
0.0231502122,0.0517654482,31098.1909996676,7370679.530127139,25.3,False,0.0374578302,3758999: (2016 RK17)
0.0262153087,0.0586192124,24721.1789117041,12361981.884872513,25.03,False,0.04241726055,54121909: (2021 CE9)
0.2783267681,0.6223575734000001,55707.28865814724,54384936.54871334,19.9,False,0.45034217075000005,54231778: (2021 YS)
0.1203801767,0.2691782583,49170.59824069135,59240674.2336916,21.72,False,0.1947792175,54244186: (2022 BZ6)
0.1010543415,0.2259643771,45469.000028849405,8305230.670908527,22.1,False,0.1635093593,3826677: (2018 PL10)
0.0037201031,0.0083184034,62853.53723708715,43876618.59107752,29.27,False,0.00601925325,54199256: (2021 SP)
0.063760979,0.1425738833,42603.88308765435,41749653.651920594,23.1,False,0.10316743115,3309089: (2005 YY1)
0.2016299194,0.4508582062,47786.9246452733,45739055.88094616,20.6,False,0.3262440628,3727339: (2015 RK82)
0.3669061375,0.8204270649,64409.4852342224,45729563.12459707,19.3,False,0.5936666012,3827171: (2018 RX)
0.0100127869999999,0.0223892723,25030.010392643548,43842073.65289425,27.12,False,0.01620102964999995,54248447: (2022 DR1)
0.0291443905,0.0651688382,37146.7997248032,1076245.702950034,24.8,False,0.04715661435,3612848: (2012 UF34)
0.0614546821,0.1374168468,61115.30017509627,45425490.35565704,23.18,False,0.09943576444999999,54167163: (2021 NG2)
0.0965061469999999,0.2157943048,60229.68446876691,53299786.83290015,22.2,False,0.15615022589999994,54131389: (2021 EA4)
0.04411182,0.0986370281,35007.4555251367,41570029.89370098,23.9,False,0.07137442405,3300165: (2005 WA)
0.0921626549,0.2060819612,61467.538845756455,35092844.11611333,22.3,False,0.14912230804999999,3150194: (2003 DZ15)
0.0600558028,0.1342888574,38044.911491086204,9096007.001380198,23.23,False,0.0971723301,54051378: (2020 QD5)
0.0114962176,0.0257063241,21547.09820507775,51041965.86119042,26.82,False,0.01860127085,54203023: (2021 SK5)
0.0840533401999999,0.1879489824,51625.65130761504,53997453.945250094,22.5,False,0.13600116129999995,3736237: (2015 XM129)
0.0382432662,0.0855145428999999,12383.791320390459,33137413.672953654,24.21,False,0.06187890454999996,54192218: (2021 RJ2)
0.0350392641,0.0783501764,20497.960307714235,66868896.123646684,24.4,False,0.05669472025,3654381: (2013 XX8)
0.4330668854999999,0.9683669947,89750.70108467864,48076716.29420973,18.94,True,0.7007169401,3774603: (2017 JT2)
0.0421264611,0.09419763060000001,21773.885617505166,45378171.630595796,24.0,False,0.06816204584999999,3645650: (2013 PZ38)
0.2968622513,0.6638041738,16204.09730702405,49615545.58743568,19.76,False,0.48033321255,3633149: (2013 FD11)
0.0105816886,0.023661375,34095.01235556863,3400321.7293589963,27.0,False,0.0171215318,54048865: (2020 OM)
0.0127219879,0.028447229700000003,39152.003159201835,43629098.804424256,26.6,False,0.0205846088,3713286: (2015 FC)
0.5815070396,1.30028927,54748.65001119316,54978752.809736095,18.3,False,0.9408981547999998,2523595: 523595 (2002 OS4)
0.046190746,0.1032856481,47450.78570468737,53767884.31119238,23.8,False,0.07473819705,54017045: (2020 JN2)
0.0110803882,0.0247765013,57320.672023264444,38885975.91992947,26.9,False,0.01792844475,3669052: (2014 HM4)
0.0253837029,0.0567596853,73520.96735700627,34338442.58352842,25.1,False,0.0410716941,3774574: (2017 JJ2)
0.3503926411,0.7835017643000001,71366.0116402459,31743025.73855633,19.4,False,0.5669472027,2159677: 159677 (2002 HQ11)
0.0766575574,0.1714115092,49133.9806382682,27040789.9218456,22.7,False,0.12403453329999999,3989673: (2020 CN1)
0.1838886721,0.411187571,17978.342971825,50006076.86334473,20.8,False,0.29753812155,3649826: (2013 TG69)
0.2469192656,0.5373568526039834,61167.619867412024,45168074.01931877,20.16,True,0.3921380591019917,2366746: 366746 (2004 LJ)
0.0105816886,0.023661375,51530.5815739337,28629309.20849027,27.0,False,0.0171215318,3248699: (2004 OD4)
0.4619074603,1.0328564805,75772.00392873879,51856977.731012344,18.8,False,0.7473819704,2344074: 344074 (1997 UH9)
0.0817626533,0.1828268509,30131.29531442885,27733702.320213966,22.56,False,0.1322947521,54235669: (2022 AU2)
0.1214940408,0.2716689341,29631.792849441452,38798935.0939016,21.7,False,0.19658148744999998,3427738: (2008 SV7)
0.0313729225,0.0701519874,64360.3249030444,11122393.080109432,24.64,False,0.05076245495,54245811: (2022 CH3)
0.1943367684,0.4345502246,41136.58199583002,36276480.60079909,20.68,False,0.3144434965,2497232: 497232 (2005 EF)
0.0129585073,0.0289761031,32982.01028374711,51588855.71818932,26.56,False,0.020967305199999998,54105517: (2021 AV5)
0.2016299194,0.4508582062,48612.6365252962,36096169.61489768,20.6,False,0.3262440628,3686159: (2014 QJ434)
0.2111324448,0.47210649879999994,44637.23331431078,50467053.46706786,20.5,False,0.3416194718,2455588: 455588 (2004 RU331)
0.0384197891,0.0859092601,43494.66420504985,42918411.55033288,24.2,False,0.06216452459999999,3791248: (2017 XH1)
0.0965061469999999,0.21579430480000003,60306.097298889064,47675430.07711804,22.2,False,0.15615022589999994,3781002: (2017 QC17)
0.04411182,0.0986370281,51880.8954574177,29826627.719625,23.9,False,0.07137442405,3402618: (2008 CQ116)
0.0732073989,0.1636967205,39522.35319524763,30494812.49975894,22.8,False,0.11845205969999999,3719152: (2015 JP)
0.3065878759,0.6855513317,79263.39485933923,50757401.92869825,19.69,False,0.4960696038,2152564: 152564 (1992 HF)
0.063760979,0.1425738833,58104.588814355615,28926589.25426625,23.1,False,0.10316743115,3789456: (2017 WP)
0.0840533401999999,0.1879489824,25727.44926282488,19380951.56509562,22.5,False,0.13600116129999995,3070801: (2001 CQ36)
0.0732073989,0.1636967205,37610.00394728581,15155590.595634991,22.8,False,0.1184520597,3092158: (1997 GK3)
0.0530340723,0.1185877909,76234.26248200536,31607783.01088537,23.5,False,0.08581093160000001,3798997: (2018 CJ)
0.0802703167,0.1794898848,96231.54532207343,56049744.966647,22.6,False,0.12988010075,54171755: (2021 OJ)
0.0122618211,0.0274182656,46426.87972403989,43518268.05456219,26.68,False,0.01984004335,54130498: (2021 EY1)
0.0253837029,0.0567596853,51449.63993098108,38082094.096106045,25.1,False,0.0410716941,3836893: (2018 XF4)
0.219055911,0.4898239078,60381.26874909221,49710699.84373006,20.42,False,0.35443990940000003,2388189: 388189 (2006 DS14)
0.022108281,0.0494356193,30904.308678667338,29391496.563216656,25.4,False,0.035771950149999995,3753135: (2016 JX24)
0.0049722731,0.0111183407,43246.8801894586,178785.775777617,28.64,False,0.0080453069,54167560: (2021 NU3)
0.1756123185,0.3926810818,50515.73453273212,43663349.13370445,20.9,False,0.28414670015,3736387: (2015 XT168)
0.0058150704,0.0130028927,45651.964610235504,39710442.59392228,28.3,False,0.009408981549999999,3583810: (2011 UL169)
0.0080270317,0.0179489885,35748.33682999335,31990703.597383384,27.6,False,0.012988010099999999,3973544: (2020 AE1)
0.2783267681,0.6223575734000001,69406.88722500284,53770517.60171515,19.9,True,0.45034217075000005,3686083: (2014 QL433)
0.0319561887,0.0714562102,78780.91081246524,21180513.462955136,24.6,False,0.05170619945,54114198: (2021 CV4)
0.1108038821,0.2477650126,31673.394910799103,31659276.26326232,21.9,False,0.17928444735,3546776: (2010 SR3)
0.0766575574,0.1714115092,44450.67720186557,37841123.63106464,22.7,False,0.12403453329999999,3781727: (2017 SJ12)
0.0712122941,0.1592355304,25771.3440801804,21681996.594672732,22.86,False,0.11522391225,2330659: 330659 (2008 GG2)
0.1460679643,0.3266178973999999,70258.28165437,52350947.46491698,21.3,False,0.23634293084999997,3459811: (2009 JQ2)
0.0088014652,0.0196806745,35182.53821850303,46942579.83376041,27.4,False,0.014241069850000001,3764703: (2016 WU2)
0.0366906138,0.0820427065,33356.51979930985,20616990.70495054,24.3,False,0.05936666015,3126183: (2002 JR100)
0.0042126461,0.0094197631,30526.447803277933,43287222.70945666,29.0,False,0.0068162046,3831610: (2018 TH3)
0.1460679643,0.3266178973999999,46573.18806342725,22945727.87395114,21.3,False,0.23634293084999997,3599929: (2012 DT32)
0.0231502122,0.0517654482,24553.784421045835,25021933.069687285,25.3,False,0.0374578302,3831063: (2018 SF3)
0.0146742183,0.0328125497,26209.1028265133,2958200.820151944,26.29,False,0.023743384,3522160: (2010 JH110)
0.0530340723,0.1185877909,72686.5449697753,12483305.188970605,23.5,False,0.0858109316,3738938: (2015 YV1)
